segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,is_lucid,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
1e3b9b79-b0e0-443e-ba56-303b2cc79040,3.675,3.675,3.683333,N2,calm,0.458,0.0,False,TEMPLATE,,,,n2_any_01,0.442,0.3286,0.2797,0.1532,"At 3.675h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d88a9ae9-739c-4a77-a4be-c4692e5333c7,3.683333,3.683333,3.691667,N2,calm,0.487,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4389,0.375,0.2626,0.1296,"At 3.683h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a4a7564a-7d87-490e-ab80-4455f1aae938,3.691667,3.691667,3.7,N2,curious,0.456,0.0,False,TEMPLATE,,,,n2_any_01,0.447,0.3239,0.2772,0.1828,"At 3.692h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
118407c0-8990-4117-8a2c-b4a14ee8d552,3.7,3.7,3.708333,N2,curious,0.49,0.0,False,TEMPLATE,,,,n2_curious_01,0.451,0.3571,0.2958,0.1487,"At 3.700h, familiar places merge into fragmented corridors. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c51cb228-6cf3-4e63-a72f-253e037b3d05,3.708333,3.708333,3.716667,N2,joyful,0.456,0.0,False,TEMPLATE,,,,n2_any_01,0.444,0.3404,0.2745,0.1605,"At 3.708h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
24cf0e6b-99d6-4ba8-85d1-c765d4863e0d,3.716667,3.716667,3.725,N2,anxious,0.437,0.0,False,TEMPLATE,,,,n2_anxious_01,0.4514,0.3173,0.2664,0.1674,"At 3.717h, memory fragments overlap in unstable sequences. The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
998a89a0-f5f9-49c4-b9f2-58286d6e4b80,3.725,3.725,3.733333,N2,anxious,0.419,0.0,False,TEMPLATE,,,,n2_any_01,0.4732,0.3426,0.2892,0.13,"At 3.725h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c1a19e3b-7d6b-4e9d-8868-e54d01847ecb,3.733333,3.733333,3.741667,N2,calm,0.45,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4519,0.3314,0.2643,0.1466,"At 3.733h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2a0d1498-2d1d-4edc-badd-41ea22299834,3.741667,3.741667,3.75,N2,calm,0.424,0.0,False,TEMPLATE,,,,n2_any_01,0.4358,0.3287,0.2806,0.1718,"At 3.742h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3d68e454-9861-4a3f-b87b-a41a5c3e5b65,3.75,3.75,3.758333,N2,joyful,0.48,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4666,0.3034,0.2888,0.1397,"At 3.750h, memory fragments overlap in unstable sequences. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
e41a8d19-ca0d-4e86-a147-423e1ecdff3d,3.758333,3.758333,3.766667,N2,joyful,0.461,0.0,False,TEMPLATE,,,,n2_any_01,0.4714,0.3316,0.2536,0.1081,"At 3.758h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ca4f189d-ef27-4996-9e8e-8c1806c9fdd1,3.766667,3.766667,3.775,N2,curious,0.509,0.0,False,TEMPLATE,,,,n2_curious_01,0.4522,0.3772,0.3006,0.1184,"At 3.767h, familiar places merge into fragmented corridors. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f7069bfd-be29-4965-91be-b6519131bc17,3.775,3.775,3.783333,N2,neutral,0.484,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4652,0.3632,0.2834,0.1676,"At 3.775h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c8d40000-4249-43e6-a812-9a766697c201,3.783333,3.783333,3.791667,N2,calm,0.497,0.0,False,TEMPLATE,,,,n2_any_01,0.4133,0.3408,0.2779,0.147,"At 3.783h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f725002b-5c6a-4b48-a328-d2be7e9cbf6f,3.791667,3.791667,3.8,N2,fearful,0.467,0.0,False,TEMPLATE,,,,n2_fearful_01,0.4147,0.3142,0.299,0.1255,"At 3.792h, the environment shifts between partial storylines. A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
72ff95a0-928f-4588-8e15-759712cc315f,3.8,3.8,3.808333,N2,curious,0.508,0.0,False,TEMPLATE,,,,n2_any_01,0.4203,0.387,0.2985,0.1343,"At 3.800h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
03f10785-0126-43ac-8492-b0a2a8eea268,3.808333,3.808333,3.816667,N2,calm,0.454,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4362,0.3397,0.2767,0.1141,"At 3.808h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0c1604a8-ce0c-4e83-b8e3-2364c7dea74d,3.816667,3.816667,3.825,N2,curious,0.447,0.0,False,TEMPLATE,,,,n2_curious_01,0.439,0.3294,0.2398,0.1252,"At 3.817h, memory fragments overlap in unstable sequences. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
cdec11d1-da38-4b06-a7eb-fb14c9be8da3,3.825,3.825,3.833333,N2,neutral,0.468,0.0,False,TEMPLATE,,,,n2_any_01,0.4601,0.3482,0.2405,0.1301,"At 3.825h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c6f30cb1-a787-4d5d-9509-45cc1ec7a364,3.833333,3.833333,3.841667,N2,neutral,0.526,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4575,0.2902,0.2548,0.1728,"At 3.833h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9dafd5e5-157c-4ad7-a683-bf2e4028fdb6,3.841667,3.841667,3.85,N2,calm,0.447,0.0,False,TEMPLATE,,,,n2_any_01,0.4274,0.3209,0.2574,0.1897,"At 3.842h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
21e66e32-8e9d-43a3-b0fc-937683b7668f,3.85,3.85,3.858333,N2,melancholic,0.519,0.0,False,TEMPLATE,,,,n2_melancholic_01,0.4719,0.3447,0.2797,0.0857,"At 3.850h, memory fragments overlap in unstable sequences. I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c98cb1d3-055e-464b-8606-be47a51db487,3.858333,3.858333,3.866667,N2,neutral,0.477,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4921,0.3326,0.2828,0.1585,"At 3.858h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
07b46299-43a8-4f15-a872-8281fe51c450,3.866667,3.866667,3.875,N2,curious,0.495,0.0,False,TEMPLATE,,,,n2_any_01,0.4551,0.3069,0.258,0.1797,"At 3.867h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d179fb90-4d2a-4173-bd79-c2ed58a5587d,3.875,3.875,3.883333,N2,calm,0.499,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4246,0.3226,0.2744,0.1495,"At 3.875h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
95823067-86c9-4660-82fb-35cba1dfeb29,3.883333,3.883333,3.891667,N2,neutral,0.445,0.0,False,TEMPLATE,,,,n2_any_01,0.4607,0.3421,0.3064,0.1641,"At 3.883h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ea20efd8-dac9-41fb-bc86-a6d2b341202f,3.891667,3.891667,3.9,N2,neutral,0.479,0.0,False,TEMPLATE,,,,n2_neutral_01,0.448,0.3346,0.2864,0.1751,"At 3.892h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
32a3d33f-6964-46f5-9e52-433fbd060654,3.9,3.9,3.908333,N2,curious,0.459,0.0,False,TEMPLATE,,,,n2_curious_01,0.446,0.3581,0.2955,0.1417,"At 3.900h, familiar places merge into fragmented corridors. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
40ea63ab-1a86-4efb-bb15-ffc2a4b78614,3.908333,3.908333,3.916667,N2,calm,0.503,0.0,False,TEMPLATE,,,,n2_any_01,0.4819,0.3252,0.2403,0.1642,"At 3.908h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
048e49fd-ab3d-4124-847d-367c21b7b3f9,3.916667,3.916667,3.925,N2,anxious,0.473,0.0,False,TEMPLATE,,,,n2_anxious_01,0.4528,0.321,0.238,0.1181,"At 3.917h, memory fragments overlap in unstable sequences. The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
169275eb-8b28-452d-864d-a55cdf5b806a,3.925,3.925,3.933333,N2,neutral,0.532,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4456,0.3467,0.3021,0.1372,"At 3.925h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a62de671-cf7d-49a6-a282-063f031fee33,3.933333,3.933333,3.941667,N2,calm,0.468,0.0,False,TEMPLATE,,,,n2_any_01,0.4759,0.3545,0.3106,0.1365,"At 3.933h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
069ea3d6-3c79-4bdd-8a89-49c750f5d5ad,3.941667,3.941667,3.95,N2,calm,0.47,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4525,0.3556,0.2846,0.1222,"At 3.942h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fd69c642-4752-46c2-9e1a-a3cf99aec88d,3.95,3.95,3.958333,N2,curious,0.422,0.0,False,TEMPLATE,,,,n2_any_01,0.4222,0.2907,0.3079,0.1359,"At 3.950h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
efc4def7-b9f4-47d0-9c5d-4467d1ae404c,3.958333,3.958333,3.966667,N2,calm,0.483,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4982,0.3237,0.2986,0.1353,"At 3.958h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c6635776-e107-45a0-aecd-c06ed761784b,3.966667,3.966667,3.975,N2,calm,0.51,0.0,False,TEMPLATE,,,,n2_any_01,0.4577,0.3193,0.2772,0.147,"At 3.967h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5c8b6afd-959a-4baa-a900-29cbe63138bd,3.975,3.975,3.983333,N2,calm,0.505,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4599,0.3428,0.2961,0.1126,"At 3.975h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
54897873-873c-4f98-9c59-e93916d68cac,3.983333,3.983333,3.991667,N2,melancholic,0.443,0.0,False,TEMPLATE,,,,n2_any_01,0.4354,0.3422,0.2466,0.1466,"At 3.983h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f7ec23d8-05ba-4cfd-bb3f-43a53b4a71bc,3.991667,3.991667,4.0,N2,melancholic,0.442,0.0,False,TEMPLATE,,,,n2_melancholic_01,0.4436,0.3286,0.2663,0.1422,"At 3.992h, the environment shifts between partial storylines. I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
290c88dc-3bb6-4e0a-8623-38e9a87993bf,4.0,4.0,4.008333,N2,joyful,0.451,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4647,0.3141,0.2921,0.1444,"At 4.000h, familiar places merge into fragmented corridors. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bae85a88-479e-4f95-ba39-680c7808ebf2,4.008333,4.008333,4.016667,N2,curious,0.506,0.0,False,TEMPLATE,,,,n2_curious_01,0.4443,0.3449,0.2785,0.1396,"At 4.008h, voices and objects recombine before they settle. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
121ccc6e-8e11-463f-a236-f82eeaaca0b8,4.016667,4.016667,4.025,REM,neutral,0.961,0.4763,False,LLM_FALLBACK,REM_ONSET,20002.0,timeout,TEMPLATE_REM,0.9152,0.0701,0.0,0.1162,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 4.017h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6062dc01-8942-49c8-8309-16345c03360d,4.025,4.025,4.033333,REM,joyful,0.94,0.4375,False,LLM_FALLBACK,BIZARRENESS_PEAK,20002.0,timeout,TEMPLATE_REM,0.9168,0.0497,0.0281,0.1348,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 4.025h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
33a64994-dfdd-48fc-8b21-412a9a6c4ca0,4.033333,4.033333,4.041667,REM,neutral,0.923,0.58,False,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.9012,0.0297,0.0262,0.1274,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 4.033h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
0d2ca89f-79a4-411d-9a79-d403ea66cfa7,4.041667,4.041667,4.05,REM,fearful,0.964,0.622,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.9269,0.047,0.0529,0.1343,"In this REM interval, a fearful dream image unfolds around shifting memory fragments and sensory distortions. At 4.042h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with fearful imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
22d70663-00e6-43fc-97d8-ea3a16ec1710,4.05,4.05,4.058333,REM,neutral,0.98,0.668,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.9123,0.0263,0.0823,0.1623,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 4.050h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1b3ccdc4-2cf7-45bc-88b2-f64d0791ac1d,4.058333,4.058333,4.066667,REM,calm,0.931,0.694,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.8669,0.0539,0.0628,0.1127,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 4.058h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1af918cb-9df1-4829-a78a-097b44811b87,4.066667,4.066667,4.075,REM,melancholic,0.953,0.7152,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.9084,0.0703,0.0162,0.1474,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 4.067h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4000b9d6-282c-4cfe-85c0-d52aab1c41df,4.075,4.075,4.083333,REM,joyful,0.94,0.7221,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.8625,0.0546,0.0407,0.0917,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 4.075h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
8daeb7e6-f83f-4c0f-8b30-7e65b871d410,4.083333,4.083333,4.091667,REM,joyful,0.957,0.7401,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9007,0.0855,0.034,0.1356,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 4.083h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
a7fb6ddf-4ec5-45aa-8c9c-7b619c802c26,4.091667,4.091667,4.1,REM,neutral,0.98,0.7378,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.8675,0.0685,0.0462,0.1228,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 4.092h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
8bc5e5e2-ff30-48f5-ba82-2332a0d3ed35,4.1,4.1,4.108333,REM,calm,0.919,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.8672,0.0642,0.0421,0.1142,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 4.100h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
d20f3a14-6378-496d-bf61-2634bebb0cdd,4.108333,4.108333,4.116667,REM,calm,0.961,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.8959,0.0526,0.0577,0.1131,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 4.108h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
bbf85aeb-9c36-4a76-b920-9b56a5f29935,4.116667,4.116667,4.125,REM,calm,0.917,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.9107,0.0537,0.0283,0.1064,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 4.117h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
4fea6b30-b622-497a-8a11-a68ae3c9f078,4.125,4.125,4.133333,REM,neutral,0.945,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9152,0.1001,0.0651,0.0915,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 4.125h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
